UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 300 
UBBB -> SEQM | Disp: 92 de 340 
UBBB -> EDDI | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 340 
SPIM -> EDDI | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 340 
UBBB -> VIDP | Disp: 108 de 300 
SPIM -> UMMS | Disp: 0 de 320 
UBBB -> SVMI | Disp: 0 de 360 
EBCI -> SCEL | Disp: 0 de 320 
UBBB -> OJAI | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 300 
EBCI -> SEQM | Disp: 0 de 300 
EBCI -> SVMI | Disp: 73 de 300 
UBBB -> SGAS | Disp: 0 de 300 
SPIM -> VIDP | Disp: 0 de 300 
EBCI -> SEQM | Disp: 37 de 320 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> LATI | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
UBBB -> LBSF | Disp: 5 de 300 
SPIM -> SEQM | Disp: 0 de 300 
SPIM -> EHAM | Disp: 66 de 340 
UBBB -> EHAM | Disp: 0 de 300 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> SVMI | Disp: 0 de 360 
SPIM -> LATI | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 340 
UBBB -> OPKC | Disp: 0 de 320 
UBBB -> OOMS | Disp: 0 de 320 
EBCI -> LKPR | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 320 
UBBB -> OJAI | Disp: 0 de 300 
EBCI -> UMMS | Disp: 0 de 340 
UBBB -> SVMI | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> OYSN | Disp: 0 de 360 
UBBB -> SEQM | Disp: 0 de 300 
UBBB -> SEQM | Disp: 36 de 340 
SPIM -> EKCH | Disp: 274 de 300 
UBBB -> SABE | Disp: 0 de 360 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> EHAM | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 360 
SPIM -> SABE | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 340 
EBCI -> SEQM | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 320 
SPIM -> SEQM | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 340 
SPIM -> SKBO | Disp: 0 de 320 
EBCI -> OOMS | Disp: 0 de 300 
UBBB -> SUAA | Disp: 0 de 360 
EBCI -> UMMS | Disp: 0 de 320 
EBCI -> SKBO | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> SABE | Disp: 0 de 320 
UBBB -> LOWW | Disp: 0 de 360 
UBBB -> LDZA | Disp: 5 de 340 
SPIM -> EDDI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 300 
EBCI -> EKCH | Disp: 0 de 340 
SPIM -> SLLP | Disp: 87 de 300 
UBBB -> LOWW | Disp: 22 de 300 
UBBB -> SUAA | Disp: 0 de 360 
EBCI -> SVMI | Disp: 0 de 300 
EBCI -> OMDB | Disp: 0 de 340 
UBBB -> SABE | Disp: 0 de 360 
SPIM -> VIDP | Disp: 0 de 320 
UBBB -> UMMS | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 340 
UBBB -> VIDP | Disp: 0 de 300 
EBCI -> UMMS | Disp: 0 de 340 
UBBB -> OPKC | Disp: 0 de 340 
UBBB -> EDDI | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 320 
SPIM -> LDZA | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 320 
SPIM -> SUAA | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 320 
SPIM -> LATI | Disp: 0 de 340 
UBBB -> SGAS | Disp: 67 de 340 
EBCI -> OMDB | Disp: 0 de 360 
EBCI -> LOWW | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 300 
EBCI -> LOWW | Disp: 0 de 300 
UBBB -> SBBR | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 340 
SPIM -> EHAM | Disp: 0 de 360 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> SVMI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 300 
UBBB -> SCEL | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 300 
UBBB -> SVMI | Disp: 0 de 360 
UBBB -> EHAM | Disp: 0 de 360 
SPIM -> OYSN | Disp: 0 de 340 
SPIM -> SUAA | Disp: 0 de 300 
UBBB -> EDDI | Disp: 0 de 340 
SPIM -> OERK | Disp: 0 de 320 
UBBB -> LDZA | Disp: 0 de 320 
SPIM -> LOWW | Disp: 0 de 340 
UBBB -> SUAA | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 360 
SPIM -> SLLP | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 340 
EBCI -> OMDB | Disp: 0 de 300 
EBCI -> LKPR | Disp: 76 de 320 
UBBB -> SCEL | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 300 
SPIM -> SABE | Disp: 0 de 320 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> SGAS | Disp: 128 de 300 
UBBB -> OOMS | Disp: 0 de 360 
EBCI -> SVMI | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 360 
SPIM -> OYSN | Disp: 0 de 340 
EBCI -> SVMI | Disp: 0 de 320 
UBBB -> EDDI | Disp: 0 de 320 
SPIM -> LKPR | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 320 
SPIM -> EDDI | Disp: 0 de 300 
UBBB -> OYSN | Disp: 0 de 340 
SPIM -> SVMI | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 300 
SPIM -> LDZA | Disp: 0 de 360 
SPIM -> LBSF | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 340 
SPIM -> SGAS | Disp: 0 de 300 
UBBB -> OPKC | Disp: 0 de 320 
SPIM -> SKBO | Disp: 0 de 300 
UBBB -> EKCH | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 320 
SPIM -> OAKB | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 300 
SPIM -> SABE | Disp: 0 de 340 
EBCI -> SABE | Disp: 0 de 360 
EBCI -> LOWW | Disp: 0 de 340 
EBCI -> LBSF | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 300 
EBCI -> SBBR | Disp: 0 de 340 
UBBB -> UMMS | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 300 
UBBB -> OPKC | Disp: 0 de 340 
UBBB -> VIDP | Disp: 0 de 300 
UBBB -> OOMS | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 340 
SPIM -> LKPR | Disp: 0 de 320 
SPIM -> SVMI | Disp: 0 de 320 
SPIM -> OERK | Disp: 0 de 300 
SPIM -> SABE | Disp: 315 de 340 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 300 
UBBB -> OERK | Disp: 0 de 360 
UBBB -> SGAS | Disp: 0 de 320 
UBBB -> LOWW | Disp: 0 de 300 
UBBB -> SLLP | Disp: 0 de 320 
EBCI -> SLLP | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 300 
UBBB -> OYSN | Disp: 0 de 340 
UBBB -> OERK | Disp: 110 de 300 
EBCI -> SUAA | Disp: 0 de 300 
UBBB -> LOWW | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 340 
EBCI -> OYSN | Disp: 0 de 360 
UBBB -> OMDB | Disp: 0 de 320 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> UMMS | Disp: 142 de 320 
EBCI -> OOMS | Disp: 0 de 340 
UBBB -> OMDB | Disp: 0 de 300 
UBBB -> OPKC | Disp: 0 de 340 
EBCI -> OMDB | Disp: 0 de 300 
UBBB -> VIDP | Disp: 0 de 300 
EBCI -> OMDB | Disp: 0 de 360 
UBBB -> LBSF | Disp: 0 de 300 
SPIM -> LDZA | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 320 
SPIM -> LOWW | Disp: 158 de 300 
EBCI -> SCEL | Disp: 23 de 300 
SPIM -> OOMS | Disp: 0 de 320 
SPIM -> SLLP | Disp: 0 de 320 
UBBB -> OYSN | Disp: 0 de 360 
UBBB -> OERK | Disp: 0 de 340 
UBBB -> SEQM | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 360 
SPIM -> LKPR | Disp: 0 de 320 
EBCI -> SVMI | Disp: 140 de 360 
SPIM -> VIDP | Disp: 0 de 320 
EBCI -> EKCH | Disp: 0 de 320 
SPIM -> SBBR | Disp: 0 de 340 
EBCI -> VIDP | Disp: 231 de 340 
SPIM -> LOWW | Disp: 0 de 320 
UBBB -> LDZA | Disp: 0 de 320 
UBBB -> LBSF | Disp: 0 de 320 
UBBB -> OPKC | Disp: 0 de 340 
SPIM -> SEQM | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 300 
UBBB -> EKCH | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 360 
UBBB -> SVMI | Disp: 0 de 320 
SPIM -> LATI | Disp: 0 de 320 
EBCI -> OYSN | Disp: 0 de 320 
UBBB -> SVMI | Disp: 0 de 360 
SPIM -> LBSF | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 340 
EBCI -> OAKB | Disp: 0 de 320 
UBBB -> LATI | Disp: 0 de 300 
EBCI -> OPKC | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 320 
UBBB -> LBSF | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 320 
UBBB -> LATI | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 300 
EBCI -> SBBR | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 300 
UBBB -> LBSF | Disp: 5 de 300 
SPIM -> SCEL | Disp: 0 de 300 
EBCI -> OYSN | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> EDDI | Disp: 0 de 360 
EBCI -> SGAS | Disp: 0 de 340 
UBBB -> OOMS | Disp: 0 de 320 
UBBB -> EDDI | Disp: 0 de 300 
SPIM -> SVMI | Disp: 0 de 320 
SPIM -> OPKC | Disp: 0 de 300 
EBCI -> SKBO | Disp: 70 de 360 
EBCI -> OOMS | Disp: 0 de 300 
SPIM -> VIDP | Disp: 0 de 300 
SPIM -> LBSF | Disp: 175 de 320 
SPIM -> SEQM | Disp: 0 de 320 
EBCI -> OPKC | Disp: 0 de 320 
UBBB -> LOWW | Disp: 0 de 320 
UBBB -> LBSF | Disp: 0 de 340 
SPIM -> LDZA | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 340 
SPIM -> SCEL | Disp: 320 de 340 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> LATI | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 300 
SPIM -> UMMS | Disp: 0 de 320 
SPIM -> OMDB | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 340 
SPIM -> SCEL | Disp: 0 de 340 
EBCI -> OYSN | Disp: 0 de 300 
UBBB -> LOWW | Disp: 0 de 320 
UBBB -> SVMI | Disp: 108 de 360 
EBCI -> LBSF | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 360 
UBBB -> OSDI | Disp: 0 de 320 
SPIM -> OSDI | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 340 
SPIM -> SUAA | Disp: 0 de 300 
UBBB -> SUAA | Disp: 0 de 320 
SPIM -> OPKC | Disp: 0 de 340 
EBCI -> SUAA | Disp: 0 de 360 
UBBB -> VIDP | Disp: 0 de 320 
EBCI -> SBBR | Disp: 129 de 320 
UBBB -> SUAA | Disp: 0 de 300 
EBCI -> OOMS | Disp: 0 de 320 
UBBB -> SLLP | Disp: 195 de 320 
EBCI -> OMDB | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 360 
UBBB -> OERK | Disp: 133 de 320 
SPIM -> SGAS | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 360 
SPIM -> OERK | Disp: 19 de 300 
EBCI -> VIDP | Disp: 0 de 300 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> OMDB | Disp: 0 de 360 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> OSDI | Disp: 0 de 320 
UBBB -> OYSN | Disp: 0 de 340 
SPIM -> OMDB | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 320 
EBCI -> EHAM | Disp: 0 de 340 
UBBB -> LATI | Disp: 0 de 320 
SPIM -> SEQM | Disp: 0 de 320 
UBBB -> UMMS | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 320 
UBBB -> LATI | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 300 
UBBB -> EDDI | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 340 
SPIM -> SEQM | Disp: 0 de 320 
EBCI -> OMDB | Disp: 275 de 360 
EBCI -> LDZA | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> SKBO | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 320 
SPIM -> SLLP | Disp: 0 de 320 
SPIM -> OSDI | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 320 
UBBB -> EHAM | Disp: 0 de 360 
EBCI -> SLLP | Disp: 0 de 320 
UBBB -> SEQM | Disp: 0 de 300 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> OERK | Disp: 0 de 340 
SPIM -> SABE | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 360 
SPIM -> OSDI | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> SUAA | Disp: 127 de 300 
UBBB -> SGAS | Disp: 0 de 340 
UBBB -> OMDB | Disp: 99 de 320 
EBCI -> LATI | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 360 
EBCI -> SBBR | Disp: 135 de 300 
EBCI -> SKBO | Disp: 0 de 340 
SPIM -> UMMS | Disp: 0 de 320 
UBBB -> OYSN | Disp: 0 de 300 
SPIM -> OERK | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OAKB | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 320 
EBCI -> EDDI | Disp: 10 de 300 
SPIM -> LOWW | Disp: 31 de 300 
EBCI -> SUAA | Disp: 0 de 360 
EBCI -> LKPR | Disp: 219 de 300 
UBBB -> UMMS | Disp: 129 de 300 
SPIM -> UMMS | Disp: 44 de 300 
SPIM -> LOWW | Disp: 0 de 320 
EBCI -> OOMS | Disp: 33 de 340 
SPIM -> OPKC | Disp: 0 de 360 
UBBB -> SVMI | Disp: 0 de 320 
UBBB -> LDZA | Disp: 0 de 300 
UBBB -> EKCH | Disp: 0 de 360 
UBBB -> OERK | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 360 
UBBB -> OJAI | Disp: 0 de 340 
UBBB -> SLLP | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 340 
SPIM -> OAKB | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 320 
EBCI -> OPKC | Disp: 0 de 340 
EBCI -> OERK | Disp: 8 de 340 
SPIM -> OERK | Disp: 0 de 320 
EBCI -> OERK | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 320 
SPIM -> OAKB | Disp: 0 de 320 
UBBB -> LATI | Disp: 30 de 300 
UBBB -> SCEL | Disp: 0 de 300 
UBBB -> OOMS | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OERK | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 320 
SPIM -> SVMI | Disp: 76 de 320 
SPIM -> LOWW | Disp: 0 de 320 
UBBB -> EKCH | Disp: 285 de 320 
SPIM -> UMMS | Disp: 0 de 320 
UBBB -> SABE | Disp: 0 de 300 
EBCI -> SGAS | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 360 
EBCI -> SEQM | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 320 
SPIM -> OYSN | Disp: 0 de 320 
UBBB -> VIDP | Disp: 0 de 320 
UBBB -> OSDI | Disp: 0 de 360 
SPIM -> OYSN | Disp: 0 de 320 
SPIM -> OMDB | Disp: 0 de 320 
SPIM -> SBBR | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 340 
EBCI -> EDDI | Disp: 0 de 360 
SPIM -> SGAS | Disp: 0 de 360 
UBBB -> SEQM | Disp: 121 de 300 
UBBB -> SCEL | Disp: 0 de 320 
SPIM -> UMMS | Disp: 0 de 320 
EBCI -> OSDI | Disp: 22 de 300 
EBCI -> LBSF | Disp: 0 de 320 
SPIM -> SUAA | Disp: 0 de 300 
UBBB -> LOWW | Disp: 0 de 320 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> OPKC | Disp: 0 de 300 
SPIM -> SBBR | Disp: 21 de 340 
SPIM -> SCEL | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 360 
EBCI -> OOMS | Disp: 0 de 340 
SPIM -> LKPR | Disp: 0 de 360 
EBCI -> VIDP | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 340 
UBBB -> LOWW | Disp: 0 de 340 
EBCI -> LKPR | Disp: 1 de 320 
EBCI -> OJAI | Disp: 0 de 360 
UBBB -> EKCH | Disp: 0 de 360 
SPIM -> LKPR | Disp: 0 de 300 
UBBB -> SCEL | Disp: 0 de 320 
UBBB -> SCEL | Disp: 0 de 300 
EBCI -> OMDB | Disp: 0 de 300 
EBCI -> LATI | Disp: 0 de 320 
SPIM -> SLLP | Disp: 0 de 300 
SPIM -> LDZA | Disp: 0 de 360 
SPIM -> SABE | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> OPKC | Disp: 0 de 320 
EBCI -> OOMS | Disp: 0 de 360 
SPIM -> EHAM | Disp: 0 de 320 
SPIM -> EHAM | Disp: 33 de 320 
SPIM -> LOWW | Disp: 0 de 340 
EBCI -> UMMS | Disp: 0 de 300 
UBBB -> VIDP | Disp: 0 de 320 
EBCI -> SLLP | Disp: 0 de 320 
UBBB -> SLLP | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 320 
SPIM -> SEQM | Disp: 0 de 320 
SPIM -> OAKB | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> VIDP | Disp: 0 de 300 
SPIM -> SBBR | Disp: 0 de 300 
EBCI -> VIDP | Disp: 307 de 340 
UBBB -> OOMS | Disp: 0 de 360 
SPIM -> SUAA | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
UBBB -> SEQM | Disp: 0 de 340 
EBCI -> OMDB | Disp: 140 de 320 
SPIM -> OYSN | Disp: 0 de 320 
EBCI -> SVMI | Disp: 337 de 360 
UBBB -> SVMI | Disp: 0 de 300 
UBBB -> VIDP | Disp: 31 de 320 
EBCI -> SBBR | Disp: 17 de 320 
EBCI -> SGAS | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 360 
UBBB -> LOWW | Disp: 0 de 340 
SPIM -> EKCH | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 320 
EBCI -> OYSN | Disp: 0 de 300 
EBCI -> LOWW | Disp: 0 de 320 
EBCI -> OYSN | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 340 
SPIM -> EHAM | Disp: 0 de 360 
UBBB -> SUAA | Disp: 0 de 300 
SPIM -> SCEL | Disp: 0 de 340 
SPIM -> LBSF | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 320 
SPIM -> EKCH | Disp: 0 de 300 
SPIM -> EKCH | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 320 
UBBB -> LOWW | Disp: 0 de 300 
UBBB -> EDDI | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 360 
SPIM -> SABE | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 300 
UBBB -> SCEL | Disp: 0 de 320 
UBBB -> SABE | Disp: 0 de 300 
UBBB -> LATI | Disp: 0 de 300 
EBCI -> LDZA | Disp: 22 de 340 
EBCI -> OJAI | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 300 
SPIM -> SVMI | Disp: 0 de 320 
SPIM -> LOWW | Disp: 0 de 320 
UBBB -> LATI | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 360 
SPIM -> OMDB | Disp: 311 de 340 
UBBB -> SLLP | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 320 
SPIM -> OMDB | Disp: 0 de 360 
UBBB -> EKCH | Disp: 0 de 340 
EBCI -> SCEL | Disp: 0 de 360 
SPIM -> SABE | Disp: 74 de 340 
UBBB -> SKBO | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 340 
EBCI -> LATI | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 320 
SPIM -> SLLP | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 340 
SPIM -> SGAS | Disp: 0 de 300 
UBBB -> SKBO | Disp: 0 de 320 
SPIM -> LBSF | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 320 
SPIM -> SVMI | Disp: 40 de 300 
UBBB -> VIDP | Disp: 0 de 300 
SPIM -> SGAS | Disp: 0 de 300 
SPIM -> SGAS | Disp: 0 de 340 
SPIM -> EDDI | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 320 
EBCI -> LKPR | Disp: 0 de 320 
SPIM -> SKBO | Disp: 0 de 340 
UBBB -> VIDP | Disp: 0 de 300 
EBCI -> OSDI | Disp: 0 de 320 
UBBB -> VIDP | Disp: 26 de 300 
UBBB -> EKCH | Disp: 0 de 340 
SPIM -> SKBO | Disp: 0 de 300 
UBBB -> OOMS | Disp: 0 de 340 
UBBB -> EDDI | Disp: 0 de 320 
UBBB -> OERK | Disp: 0 de 360 
UBBB -> SVMI | Disp: 0 de 360 
UBBB -> OMDB | Disp: 254 de 320 
SPIM -> OOMS | Disp: 0 de 300 
SPIM -> OYSN | Disp: 0 de 320 
UBBB -> OPKC | Disp: 135 de 320 
EBCI -> SUAA | Disp: 0 de 320 
EBCI -> LBSF | Disp: 190 de 340 
UBBB -> LBSF | Disp: 0 de 300 
EBCI -> SABE | Disp: 144 de 340 
EBCI -> SBBR | Disp: 0 de 360 
SPIM -> SCEL | Disp: 0 de 300 
EBCI -> EHAM | Disp: 0 de 320 
EBCI -> LATI | Disp: 0 de 320 
EBCI -> SGAS | Disp: 0 de 300 
EBCI -> SCEL | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 320 
UBBB -> SGAS | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 360 
UBBB -> EHAM | Disp: 0 de 360 
SPIM -> EDDI | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 300 
SPIM -> LOWW | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 340 
SPIM -> VIDP | Disp: 0 de 340 
SPIM -> SCEL | Disp: 0 de 340 
UBBB -> LOWW | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 340 
SPIM -> LDZA | Disp: 0 de 360 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> OSDI | Disp: 56 de 320 
EBCI -> OMDB | Disp: 0 de 340 
EBCI -> VIDP | Disp: 272 de 300 
SPIM -> SGAS | Disp: 0 de 300 
EBCI -> OPKC | Disp: 0 de 340 
EBCI -> EHAM | Disp: 27 de 340 
UBBB -> OSDI | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 320 
UBBB -> OAKB | Disp: 0 de 320 
EBCI -> OERK | Disp: 0 de 300 
UBBB -> EDDI | Disp: 0 de 320 
UBBB -> OSDI | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 360 
EBCI -> SVMI | Disp: 0 de 300 
SPIM -> SBBR | Disp: 0 de 340 
SPIM -> SKBO | Disp: 0 de 320 
EBCI -> SEQM | Disp: 0 de 300 
SPIM -> UMMS | Disp: 0 de 320 
SPIM -> LKPR | Disp: 0 de 360 
SPIM -> LOWW | Disp: 0 de 300 
EBCI -> SBBR | Disp: 0 de 360 
EBCI -> LBSF | Disp: 0 de 320 
UBBB -> OERK | Disp: 0 de 340 
SPIM -> SUAA | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 360 
UBBB -> LATI | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 320 
UBBB -> OAKB | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 340 
EBCI -> LATI | Disp: 0 de 340 
EBCI -> SKBO | Disp: 0 de 360 
SPIM -> LKPR | Disp: 0 de 300 
SPIM -> EKCH | Disp: 0 de 360 
UBBB -> OPKC | Disp: 0 de 340 
SPIM -> OMDB | Disp: 14 de 320 
UBBB -> OAKB | Disp: 0 de 320 
UBBB -> SLLP | Disp: 274 de 300 
SPIM -> LDZA | Disp: 0 de 320 
UBBB -> SUAA | Disp: 131 de 360 
SPIM -> OYSN | Disp: 0 de 320 
SPIM -> SBBR | Disp: 0 de 300 
SPIM -> SLLP | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 360 
EBCI -> SKBO | Disp: 0 de 340 
SPIM -> EDDI | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 320 
SPIM -> OAKB | Disp: 103 de 360 
EBCI -> SUAA | Disp: 0 de 340 
UBBB -> OMDB | Disp: 0 de 360 
UBBB -> EHAM | Disp: 0 de 320 
SPIM -> UMMS | Disp: 0 de 320 
UBBB -> SBBR | Disp: 31 de 300 
SPIM -> SGAS | Disp: 86 de 320 
EBCI -> SBBR | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 300 
UBBB -> SEQM | Disp: 57 de 300 
SPIM -> SUAA | Disp: 0 de 320 
EBCI -> LKPR | Disp: 0 de 300 
UBBB -> VIDP | Disp: 0 de 300 
SPIM -> SGAS | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 300 
